".id","MABISA","MIMASA","MIMASB","MIMASC","MORRSA","MORRSB","MORRSC","MORRSD","MORRSE","ROVASA","ROVASB","ROVASC","ROVASD","ROVASE","ROVASF","SAGASA","SAGASB","SAIRSA","SAIRSB","SARASA","SARASB","SARASC","SARASD"
"NO3_ueqL",-0.78,-0.2,0.59,0.63,-0.47,-0.7,-0.61,-0.5,-0.5,-0.55,-0.58,0.98,-0.55,0.47,-0.03,-0.17,0.14,0.95,1,-0.09,-1,-0.11,0.28
"NO3_ueqL",0.16,-0.05,0.6,-0.25,0.7,0.27,0.4,0.23,-0.09,0.13,0.23,-0.53,0.5,0.35,0.56,0.46,-0.74,0.02,-0.09,1,1,0.84,0.87
"NO3_ueqL",1,-1,1,NA,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,NA,1
"NO3_ueqL",-0.51,0.67,0.75,-0.82,1,0.98,0.92,0.96,0.89,0.93,0.76,0.14,0.76,-0.08,0.79,-0.25,-0.46,-0.56,-0.11,0.84,NA,1,0.54
"NO3_ueqL",-0.07,-0.42,0.53,-0.06,0.65,-0.3,0.4,-0.31,-0.44,-0.38,-0.29,-0.65,-0.02,0.44,0.17,0.48,-0.78,0.18,0.28,0.87,1,0.54,1
"SO4_ueqL",1,-0.62,-0.69,-0.31,0.8,-0.56,0.88,-0.66,-0.68,-0.53,-0.44,0.19,-0.63,-0.54,-0.55,0.1,0.55,-0.17,-0.63,-0.54,0.92,-0.32,-0.55
"SO4_ueqL",-0.62,1,0.68,0.66,0.2,0.54,0.47,0.94,0.46,0.52,0.52,-0.06,0.62,0.85,0.55,0.08,-0.44,0.76,0.99,0.57,0.65,0.46,0.82
"SO4_ueqL",-0.69,0.68,1,0.21,0.36,0.93,0.17,0.97,0.92,0.85,0.78,0.14,0.93,0.54,0.68,-0.21,-0.07,0.78,0.68,0.82,-0.04,0.51,0.48
"SO4_ueqL",-0.31,0.66,0.21,1,0.41,-0.34,-0.34,-0.87,-0.63,0.54,0.61,0.84,0.96,0.83,0.91,0.89,-0.33,0.29,0.68,0.62,-0.2,0.71,0.84
"SO4_ueqL",0.8,0.2,0.36,0.41,1,0.68,0.54,-0.32,-0.94,-0.29,-0.12,0.67,0.42,0.02,0.13,0.33,0.62,0.5,0.75,0.46,0.52,0.08,0.52
"SO4_ueqL",-0.56,0.54,0.93,-0.34,0.68,1,0.95,0.98,0.95,0.95,0.89,-0.07,0.94,0.52,0.82,-0.35,0.1,0.04,-0.12,0.85,0.88,0.64,0.42
"SO4_ueqL",0.88,0.47,0.17,-0.34,0.54,0.95,1,0.16,-0.28,-0.77,-0.64,-0.25,-0.45,-0.81,-0.66,-0.13,0.8,0.87,0.88,-0.48,0.97,-0.79,-0.43
"SO4_ueqL",-0.66,0.94,0.97,-0.87,-0.32,0.98,0.16,1,0.98,0.95,0.89,-0.62,0.97,0.74,0.78,-0.26,0.03,0.13,-0.31,0.83,-0.04,0.59,0.62
"SO4_ueqL",-0.68,0.46,0.92,-0.63,-0.94,0.95,-0.28,0.98,1,0.9,0.82,-0.8,0.92,0.4,0.74,-0.3,0.08,-0.28,-0.5,0.75,-0.23,0.53,0.31
"SO4_ueqL",-0.53,0.52,0.85,0.54,-0.29,0.95,-0.77,0.95,0.9,1,0.99,0.42,0.96,0.61,0.85,-0.2,0.1,-0.48,0.01,0.89,-0.62,0.77,0.47
"SO4_ueqL",-0.44,0.52,0.78,0.61,-0.12,0.89,-0.64,0.89,0.82,0.99,1,0.51,0.93,0.63,0.82,-0.09,0.15,-0.38,0.07,0.87,-0.46,0.79,0.47
"SO4_ueqL",0.19,-0.06,0.14,0.84,0.67,-0.07,-0.25,-0.62,-0.8,0.42,0.51,1,0.93,0.75,0.78,0.61,0.09,-0.26,0.14,0.91,-0.22,0.78,0.96
"SO4_ueqL",-0.63,0.62,0.93,0.96,0.42,0.94,-0.45,0.97,0.92,0.96,0.93,0.93,1,0.6,0.78,-0.07,0.08,0.09,0.53,0.89,-0.35,0.66,0.5
"SO4_ueqL",-0.54,0.85,0.54,0.83,0.02,0.52,-0.81,0.74,0.4,0.61,0.63,0.75,0.6,1,0.77,0,-0.45,0.3,0.93,0.73,-0.74,0.81,0.96
"SO4_ueqL",-0.55,0.55,0.68,0.91,0.13,0.82,-0.66,0.78,0.74,0.85,0.82,0.78,0.78,0.77,1,-0.38,-0.17,-0.28,0.45,0.87,-0.53,0.82,0.71
"SO4_ueqL",0.1,0.08,-0.21,0.89,0.33,-0.35,-0.13,-0.26,-0.3,-0.2,-0.09,0.61,-0.07,0,-0.38,1,0.27,0.13,0.42,-0.19,0.06,-0.31,0.01
"SO4_ueqL",0.55,-0.44,-0.07,-0.33,0.62,0.1,0.8,0.03,0.08,0.1,0.15,0.09,0.08,-0.45,-0.17,0.27,1,-0.34,-0.7,-0.09,0.9,-0.2,-0.53
"SO4_ueqL",-0.17,0.76,0.78,0.29,0.5,0.04,0.87,0.13,-0.28,-0.48,-0.38,-0.26,0.09,0.3,-0.28,0.13,-0.34,1,0.8,-0.07,0.74,-0.78,0.33
"SO4_ueqL",-0.63,0.99,0.68,0.68,0.75,-0.12,0.88,-0.31,-0.5,0.01,0.07,0.14,0.53,0.93,0.45,0.42,-0.7,0.8,1,0.23,0.94,-0.49,0.91
"SO4_ueqL",-0.54,0.57,0.82,0.62,0.46,0.85,-0.48,0.83,0.75,0.89,0.87,0.91,0.89,0.73,0.87,-0.19,-0.09,-0.07,0.23,1,-0.51,0.86,0.68
"SO4_ueqL",0.92,0.65,-0.04,-0.2,0.52,0.88,0.97,-0.04,-0.23,-0.62,-0.46,-0.22,-0.35,-0.74,-0.53,0.06,0.9,0.74,0.94,-0.51,1,-0.77,-0.44
"SO4_ueqL",-0.32,0.46,0.51,0.71,0.08,0.64,-0.79,0.59,0.53,0.77,0.79,0.78,0.66,0.81,0.82,-0.31,-0.2,-0.78,-0.49,0.86,-0.77,1,0.73
"SO4_ueqL",-0.55,0.82,0.48,0.84,0.52,0.42,-0.43,0.62,0.31,0.47,0.47,0.96,0.5,0.96,0.71,0.01,-0.53,0.33,0.91,0.68,-0.44,0.73,1
"Cl_ueqL",1,0.61,0.61,0.35,0.41,0.03,0.53,0.2,0.26,0.18,0.14,0.58,0.28,0.27,0.39,0.58,0.26,0.37,-0.03,0.44,-0.91,0.81,0.8
"Cl_ueqL",0.61,1,0.82,0.78,0.46,0.51,0.48,0.98,0.88,0.8,0.72,0.57,0.75,0.68,0.7,0.44,0.42,0.69,0.44,0.88,-0.88,0.72,0.41
"Cl_ueqL",0.61,0.82,1,0.15,-0.2,-0.02,0.89,0.91,0.62,0.41,0.31,0.98,0.44,0.26,0.44,0.22,-0.01,0.41,-0.29,0.59,-0.41,0.82,0.24
"Cl_ueqL",0.35,0.78,0.15,1,0.09,0.75,0.77,0.91,0.93,0.91,0.94,0.85,0.97,0.89,0.91,0.47,0.68,0.93,0.9,0.9,-0.69,0.82,0.66
"Cl_ueqL",0.41,0.46,-0.2,0.09,1,0.9,-0.56,0.3,-0.43,0.08,-0.03,-0.4,0.35,0.95,0.76,-0.02,0.93,-0.62,-0.59,0.8,-0.56,-0.31,0.18
"Cl_ueqL",0.03,0.51,-0.02,0.75,0.9,1,-0.38,0.93,0.85,0.87,0.89,-0.37,0.87,0.76,0.74,0.14,0.37,0.39,0.8,0.82,-0.79,0.41,0.28
"Cl_ueqL",0.53,0.48,0.89,0.77,-0.56,-0.38,1,0.63,-0.51,-0.77,-0.81,0.93,0.3,-0.78,-0.06,0.8,-0.21,0.86,1,0.04,-0.27,0.92,0.66
"Cl_ueqL",0.2,0.98,0.91,0.91,0.3,0.93,0.63,1,0.98,0.99,1,0.68,0.97,0.86,0.87,0.16,0.28,0.82,0.77,0.93,-0.85,0.63,0.34
"Cl_ueqL",0.26,0.88,0.62,0.93,-0.43,0.85,-0.51,0.98,1,0.98,0.97,-0.62,0.97,0.85,0.91,0.15,0.34,0.84,0.83,0.94,0.84,0.72,0.38
"Cl_ueqL",0.18,0.8,0.41,0.91,0.08,0.87,-0.77,0.99,0.98,1,0.99,-0.94,0.96,0.86,0.87,0.16,0.38,0.88,0.82,0.93,0.35,0.64,0.37
"Cl_ueqL",0.14,0.72,0.31,0.94,-0.03,0.89,-0.81,1,0.97,0.99,1,-0.88,0.97,0.87,0.89,0.16,0.41,0.88,0.9,0.92,0.65,0.62,0.37
"Cl_ueqL",0.58,0.57,0.98,0.85,-0.4,-0.37,0.93,0.68,-0.62,-0.94,-0.88,1,0.62,-0.61,0.24,0.92,-0.03,0.61,0.91,0.23,-0.22,0.78,0.58
"Cl_ueqL",0.28,0.75,0.44,0.97,0.35,0.87,0.3,0.97,0.97,0.96,0.97,0.62,1,0.91,0.96,0.23,0.49,0.79,0.97,0.96,-0.28,0.74,0.46
"Cl_ueqL",0.27,0.68,0.26,0.89,0.95,0.76,-0.78,0.86,0.85,0.86,0.87,-0.61,0.91,1,0.94,0.27,0.7,0.64,0.97,0.86,-0.28,0.69,0.42
"Cl_ueqL",0.39,0.7,0.44,0.91,0.76,0.74,-0.06,0.87,0.91,0.87,0.89,0.24,0.96,0.94,1,0.23,0.6,0.69,0.99,0.94,-0.51,0.86,0.51
"Cl_ueqL",0.58,0.44,0.22,0.47,-0.02,0.14,0.8,0.16,0.15,0.16,0.16,0.92,0.23,0.27,0.23,1,0.36,0.35,0.14,0.31,-0.51,0.32,0.64
"Cl_ueqL",0.26,0.42,-0.01,0.68,0.93,0.37,-0.21,0.28,0.34,0.38,0.41,-0.03,0.49,0.7,0.6,0.36,1,0.38,0.74,0.56,-0.73,0.27,0.44
"Cl_ueqL",0.37,0.69,0.41,0.93,-0.62,0.39,0.86,0.82,0.84,0.88,0.88,0.61,0.79,0.64,0.69,0.35,0.38,1,0.77,0.75,-0.3,0.73,0.55
"Cl_ueqL",-0.03,0.44,-0.29,0.9,-0.59,0.8,1,0.77,0.83,0.82,0.9,0.91,0.97,0.97,0.99,0.14,0.74,0.77,1,0.84,-0.24,0.92,0.43
"Cl_ueqL",0.44,0.88,0.59,0.9,0.8,0.82,0.04,0.93,0.94,0.93,0.92,0.23,0.96,0.86,0.94,0.31,0.56,0.75,0.84,1,-0.79,0.76,0.54
"Cl_ueqL",-0.91,-0.88,-0.41,-0.69,-0.56,-0.79,-0.27,-0.85,0.84,0.35,0.65,-0.22,-0.28,-0.28,-0.51,-0.51,-0.73,-0.3,-0.24,-0.79,1,-0.59,-0.9
"Cl_ueqL",0.81,0.72,0.82,0.82,-0.31,0.41,0.92,0.63,0.72,0.64,0.62,0.78,0.74,0.69,0.86,0.32,0.27,0.73,0.92,0.76,-0.59,1,0.72
"Cl_ueqL",0.8,0.41,0.24,0.66,0.18,0.28,0.66,0.34,0.38,0.37,0.37,0.58,0.46,0.42,0.51,0.64,0.44,0.55,0.43,0.54,-0.9,0.72,1
