"NETNCode","Month","Year","Discharge","DO_mgL","pH","SpCond","Temp_C","Turbidity"
"ROVASD",6,2007,5.834,9.01,8.29,453,20.49,NA
"ROVASD",6,2008,23.586,24.61,24.56,497,67.98,NA
"ROVASD",6,2009,NA,9.74,8.18,262,18.14,NA
"ROVASD",6,2010,6.033,9.94,8.48,485,16.48,NA
"ROVASD",6,2011,15.41,9.3,8.36,428,19.14,NA
"ROVASD",6,2012,13.538,8.68,8.37,390,22.97,1.87
"ROVASD",6,2013,51.215,10.12,8.1,319,16.37,1.13
"ROVASD",6,2014,16.011,8.9,8.33,428,21.23,1.69
"ROVASD",7,2006,10.17,8.41,8.28,389,24.59,NA
"ROVASD",7,2007,2.958,8.18,8.34,454,24.55,NA
"ROVASD",7,2008,10.74473,8.39,8.35,424,23.75,NA
"ROVASD",7,2009,24.287,8.91,8.22,405,21.37,NA
"ROVASD",7,2010,1.581,7.92,8.1,561,24.52,NA
"ROVASD",7,2011,11.094,8.48,8.43,450,23.47,NA
"ROVASD",7,2012,6.932,8.98,8.32,425,20.12,0.41
"ROVASD",7,2013,19.322,8.23,8.31,419,25.67,0.83
"ROVASD",7,2014,27.67,8.91,8.11,378,21.52,1.15
"ROVASD",8,2006,4.287,9.06,8.24,425,20.6,NA
"ROVASD",8,2007,2.512,8.41,8.23,494,23.34,NA
"ROVASD",8,2008,NA,9.47,8.35,481,18.35,NA
"ROVASD",8,2009,14.9558,8.77,8.31,411,22.41,NA
"ROVASD",8,2010,NA,9.4,8.39,491,19.65,NA
"ROVASD",8,2011,0,7.57,8.07,564,22.45,NA
"ROVASD",8,2012,5.252,9.58,8.19,431,17.45,0.73
"ROVASD",8,2013,15.438,9.01,8.33,392,21.52,0.83
"ROVASD",8,2014,5.511,9.37,8.26,479,18.22,0.65
"ROVASD",9,2006,23.665,9.58,8.21,311,16.93,NA
"ROVASD",9,2007,1.322,9.49,8.21,558,18.8,NA
"ROVASD",9,2008,NA,10.09,8.29,480,15.23,NA
"ROVASD",9,2009,4.319,10.05,8.25,521,16.77,NA
"ROVASD",9,2010,0.484,10.42,8.34,717,14.85,NA
"ROVASD",9,2011,NA,9.73,8.3,352,17.77,NA
"ROVASD",9,2012,9.046,11.19,8.31,411,12.51,0.45
"ROVASD",9,2013,6.615,9.95,8.22,291,14.86,1.14
"ROVASD",9,2014,2,10.39,8.34,571,15.74,0.71
"ROVASD",10,2006,16.381,11.11,8.35,359,10.78,NA
"ROVASD",10,2007,1.718,20.52,16.62,1206,33.21,NA
"ROVASD",10,2008,NA,10.37,8.26,480,13.88,NA
"ROVASD",10,2009,3.249,12.02,8.63,517,7.62,NA
"ROVASD",10,2010,11.411,11.01,8.09,431,11.47,NA
"ROVASD",10,2011,NA,10.73,8.27,323,12.37,NA
"ROVASD",10,2013,6.506,10.64,8.15,493,12.56,0.63
"ROVASD",10,2014,0.88,10.72,8.19,743,16.11,0.72
"ROVASD",11,2012,16.203,11.95,8.31,393,7.85,0.54
"ROVASE",4,2007,NA,11.28,7.42,176,7.23,NA
"ROVASE",5,2006,NA,10.09,8,377,13.6,NA
"ROVASE",5,2007,NA,9.11,8.03,548,15.15,NA
"ROVASE",5,2009,3.6,10.14,7.92,439,11.35,NA
"ROVASE",5,2010,1.751,10.91,7.93,452,8.75,NA
"ROVASE",5,2011,14.965,8.82,7.58,299,15.06,NA
"ROVASE",5,2012,1.372,9.14,7.91,566,14.35,1.51
"ROVASE",5,2013,1.473,8.66,7.85,556,16.97,1.16
"ROVASE",5,2014,5.96,10.39,7.84,398,11.63,0.91
"ROVASE",6,2006,1.394,7.93,8,541,20.76,NA
"ROVASE",6,2007,0.754,8.28,8.04,577,20.74,NA
"ROVASE",6,2008,0.609,8.69,8.08,640,17.8,NA
"ROVASE",6,2009,15.809,7.95,7.65,339,20.14,NA
"ROVASE",6,2010,1.037,9.5,8.21,598,14.43,NA
"ROVASE",6,2011,1.404,8.5,8.02,565,18.51,NA
"ROVASE",6,2012,1.534,8.59,7.91,559,19.35,0.82
"ROVASE",6,2013,4.309,8.99,7.78,419,16.5,1.12
"ROVASE",6,2014,1.544,8.08,7.87,500,19.91,2.2
"ROVASE",7,2006,1.158,7.36,7.96,578,23.63,NA
"ROVASE",7,2007,0.262,7.44,7.79,639,25.58,NA
"ROVASE",7,2008,0.706,7.68,8.01,594,20.7,NA
"ROVASE",7,2009,3.192,7.81,7.74,440,20.33,NA
"ROVASE",7,2010,0.163,7.58,8.13,752,20.31,NA
"ROVASE",7,2011,1.088,7.08,7.95,603,22.3,NA
"ROVASE",7,2012,0.808,8.33,7.98,653,20.15,3.97
"ROVASE",7,2013,1.615,7.49,7.86,593,23.89,1.89
"ROVASE",7,2014,2.854,7.76,7.6,507,22.63,1.5
"ROVASE",8,2006,1.074,17.27,16.09,1261,38.7,NA
"ROVASE",8,2007,0.379,6.84,8.15,557,22.05,NA
"ROVASE",8,2008,NA,9.37,8.23,659,15,NA
"ROVASE",8,2009,1.317,8.24,7.97,517,18.46,NA
"ROVASE",8,2010,NA,8.2,8,626,18.67,NA
"ROVASE",8,2011,2.5,15.65,16.09,1163,43.24,NA
"ROVASE",8,2012,0.457,9.16,8.12,664,15.93,0.2
"ROVASE",8,2013,0.988,8.47,7.94,614,19.2,0.35
"ROVASE",8,2014,0.338,8.52,8.15,700,18.35,0.39
"ROVASE",9,2006,1.643,9.07,7.97,421,15.97,NA
"ROVASE",9,2007,0.141,8.85,8.29,436,16.42,NA
"ROVASE",9,2008,NA,9.8,8.18,636,12.32,NA
"ROVASE",9,2009,0.327,9.15,8.06,688,15.82,NA
"ROVASE",9,2010,NA,8.84,8.07,851,15.75,NA
"ROVASE",9,2011,7.678,8.26,7.64,393,19.24,NA
"ROVASE",9,2012,0.465,11.23,7.99,608,9.69,0.03
"ROVASE",9,2013,0.423,10.16,8.03,708,11.1,1.06
"ROVASE",9,2014,0.07,10.14,8.2,695,14.69,0.78
"ROVASE",10,2006,2.452,9.26,7.91,450,11.28,NA
"ROVASE",10,2007,0.131,8.37,8.03,666,14.91,NA
"ROVASE",10,2008,0.683,8.87,7.93,653,12.22,NA
"ROVASE",10,2009,0.3068,11.63,8.11,662,6.8,NA
"ROVASE",10,2010,NA,9.16,7.76,626,13.96,NA
"ROVASE",10,2011,6.688,8.62,7.5,380,13.3,NA
"ROVASE",10,2013,0.726,9.78,7.81,635,9.09,0.39
"ROVASE",10,2014,0,7.98,7.81,708,15.45,1.67
"ROVASE",11,2012,1.769,10.29,7.7,506,7.06,0.55
"ROVASF",4,2007,NA,11.52,8.08,187,7.1,NA
"ROVASF",5,2006,NA,12,8.07,327,16.26,NA
"ROVASF",5,2007,5.387,NA,9.17,410,20.26,NA
"ROVASF",5,2008,9.51,7.28,7.46,384,11.65,NA
"ROVASF",5,2009,13.287,9.38,7.63,368,12.84,NA
"ROVASF",5,2010,0.3852,9.35,7.55,438,10.91,NA
"ROVASF",5,2011,51.272,9.87,7.54,308,15.53,NA
"ROVASF",5,2012,5.265,9.34,7.8,403,16.21,3.04
"ROVASF",5,2013,5.138,5.63,7.13,456,17.2,2.59
"ROVASF",5,2014,32.083,8.87,7.44,349,10.88,1.04
"ROVASF",6,2006,2.675,12.71,8.35,393,23.69,NA
"ROVASF",6,2007,2.612,7.35,7.81,501,21.56,NA
"ROVASF",6,2008,2.076,10.28,8.12,558,27.65,NA
"ROVASF",6,2009,83.728,8.43,7.46,276,20.27,NA
"ROVASF",6,2010,2.3051,6.58,7.62,618,16.39,NA
"ROVASF",6,2011,6.72,10.84,7.97,415,22.19,NA
"ROVASF",6,2012,5.264,11.39,8.05,406,22.68,2.6
"ROVASF",6,2013,30.437,8.26,7.4,351,17.55,1.35
"ROVASF",6,2014,9.57,9.57,7.73,399,23.18,4
"ROVASF",7,2006,3.954,7.55,7.68,453,27.71,NA
"ROVASF",7,2007,0.929,4.85,7.44,534,26.81,NA
"ROVASF",7,2008,3.902,9.09,7.83,395,27.92,NA
"ROVASF",7,2009,12.553,7.6,7.59,391,22.3,NA
"ROVASF",7,2010,NA,8.85,7.92,756,30.67,NA
"ROVASF",7,2011,4.137,7.8,7.66,458,26.46,NA
"ROVASF",7,2012,10.973,5.96,7.41,554,23.85,2.61
"ROVASF",7,2013,6.86,6.98,7.42,456,26.91,1.98
"ROVASF",7,2014,17.551,8.82,7.38,374,23.55,2.29
"ROVASF",8,2006,NA,5.44,7.61,571,22.06,NA
"ROVASF",8,2007,0.33,4.52,7.24,624,26.63,NA
"ROVASF",8,2008,NA,11.92,8.04,574,23.91,NA
"ROVASF",8,2009,7.2356,8.59,7.72,438,23.93,NA
"ROVASF",8,2010,2.283,7.52,NA,755,21.03,NA
"ROVASF",8,2011,5.829,9.27,7.72,531,25.52,NA
"ROVASF",8,2012,1.459,5.13,7.41,502,17.29,2.96
"ROVASF",8,2013,5.042,5.68,7.34,450,19.47,1.26
"ROVASF",8,2014,1.582,8.11,7.77,549,22.68,1.61
"ROVASF",9,2006,4.047,7.24,7.68,389,18.44,NA
"ROVASF",9,2007,0.354,5.25,7.28,633,20.55,NA
"ROVASF",9,2008,NA,9.52,7.66,518,17.33,NA
"ROVASF",9,2009,3.722,18.69,15.28,1245,34.18,NA
"ROVASF",9,2010,0.756,8,7.85,808,21.02,NA
"ROVASF",9,2011,52.08,7.46,7.28,322,19.03,NA
"ROVASF",9,2012,4.051,8.17,7.56,419,9.35,1.23
"ROVASF",9,2013,1.965,7.4,7.61,551,11.23,2.43
"ROVASF",9,2014,0.87,13.05,8.47,661,19.15,3.13
"ROVASF",10,2006,4.284,7.08,7.74,410,12.01,NA
"ROVASF",10,2007,0.337,5.58,7.3,677,16.23,NA
"ROVASF",10,2008,2.411,12.97,8.05,532,17.74,NA
"ROVASF",10,2009,4.075,8.06,7.72,616,8,NA
"ROVASF",10,2010,4.356,7.84,7.24,580,16.15,NA
"ROVASF",10,2011,27.314,6.88,7.34,344,12.82,NA
"ROVASF",10,2013,6.093,7.04,7.44,491,11.3,2.07
"ROVASF",10,2014,0.49,5.72,7.39,734,15.89,2.82
"ROVASF",11,2012,11.085,8.58,7.38,397,6.84,1.24
"SAGASA",4,2007,6.137,13.76,8.11,91,1.42,NA
"SAGASA",5,2006,12.32686,11.17,7.83,84,9.18,NA
"SAGASA",5,2007,2.12,12.06,8.1,101,6.9,NA
"SAGASA",5,2008,1.011,11.29,8,107,7.56,NA
"SAGASA",5,2009,1.9972,10.91,7.89,109,10.75,NA
"SAGASA",5,2010,1.176,10.48,7.53,125,13.33,NA
"SAGASA",5,2011,4.073,10.79,7.83,95,11.86,NA
"SAGASA",5,2012,2.5,11.22,8,114,9.88,0.9
"SAGASA",5,2013,1.003,10.51,7.72,112,12.72,0.67
"SAGASA",5,2014,3.05,10.95,7.89,110,11.32,0.65
"SAGASA",6,2006,6.746,10.67,7.89,99,11.65,NA
"SAGASA",6,2007,1.305,11.22,8.06,120,9.47,NA
"SAGASA",6,2008,0.448,18.5,15.61,296,31.67,NA
"SAGASA",6,2009,0.463,10.55,7.91,137,12.27,NA
"SAGASA",6,2010,0.6468,10.29,8.1,139,13.94,NA
"SAGASA",6,2011,0.802,9.95,7.81,127,14.58,NA
"SAGASA",6,2012,0.87,10.43,7.85,128,13.1,0.17
"SAGASA",6,2013,1.552,10.67,8.02,118,12.05,0.4
"SAGASA",6,2014,0.669,10.82,7.91,138,14.43,0.36
"SAGASA",7,2006,1.796,9.68,8.18,124,16.46,NA
"SAGASA",7,2007,0.092,10.55,8.21,146,12.69,NA
"SAGASA",7,2008,0.4588,9.12,7.83,159,16.89,NA
"SAGASA",7,2009,0.8346,10.72,7.84,142,15.7,NA
"SAGASA",7,2010,0.154,17.37,15.98,338,40.79,NA
"SAGASA",7,2011,0.174,9.07,7.87,150,17.68,NA
"SAGASA",7,2012,0.209,9.78,7.89,164,15.88,0.03
"SAGASA",7,2013,2.831,9.91,7.77,126,16.83,0.82
"SAGASA",7,2014,0.379,9.36,7.5,162,16.98,0.34
"SAGASA",8,2006,0.35,9.75,8.59,144,15.35,NA
"SAGASA",8,2007,0.036,9.8,8.55,177,13.93,NA
"SAGASA",8,2008,NA,10.19,7.99,151,13.93,NA
"SAGASA",8,2009,0.834,9.16,7.85,154,17.94,NA
"SAGASA",8,2010,0.038,8.2,7.27,204,17.74,NA
"SAGASA",8,2011,0.533,9.94,7.98,151,14.35,NA
"SAGASA",8,2012,0.062,9.12,7.71,193,14.56,0.02
"SAGASA",8,2013,0.498,9.52,7.81,159,16.92,0.15
"SAGASA",8,2014,0.252,9.56,7.86,176,15.74,0.2
"SAGASA",9,2006,0.294,10.18,8.04,164,12.41,NA
"SAGASA",9,2007,0.14959,9.66,8.03,190,15.44,NA
"SAGASA",9,2008,NA,10.74,7.94,161,10.37,NA
"SAGASA",9,2010,0.009,7.72,7.85,234,17.38,NA
"SAGASA",9,2011,1.197,10.7,7.72,118,11.93,NA
"SAGASA",9,2012,NA,11.17,8.11,221,9.38,3.79
"SAGASA",9,2013,0.165,9.21,7.72,204,15.76,NA
"SAGASA",9,2014,0.08,11.09,7.97,194,9.31,0.04
"SAGASA",10,2006,0.37423,10.76,8.39,116,10.25,NA
"SAGASA",10,2007,1.861,10.1,8.16,168,12.28,NA
"SAGASA",10,2008,0.464,10.95,7.98,171,9.59,NA
"SAGASA",10,2009,1.4619,22.18,16.09,295,18.19,NA
"SAGASA",10,2010,0.155,10.47,7.78,191,11.69,NA
"SAGASA",10,2011,1.652,10.25,7.93,121,11.22,NA
"SAGASA",10,2012,0.055,11.92,7.8,212,4.9,0.04
"SAGASA",10,2013,0.082,11.73,7.96,192,7.12,0.69
"SAGASA",10,2014,0.26,10.44,7.76,187,10.27,0.16
"SAGASB",4,2007,90.545,13.5,7.96,87,2.17,NA
"SAGASB",5,2007,30.506,11.42,7.86,122,9.92,NA
"SAGASB",5,2008,17.302,11.12,7.84,135,9.69,NA
"SAGASB",5,2009,39.3,10.49,7.93,135,13.17,NA
"SAGASB",5,2010,32.178,19.64,15.78,276,38.69,NA
"SAGASB",5,2011,71.072,10.47,7.83,104,13.68,NA
"SAGASB",5,2012,43.984,10.76,8.02,112,12.78,1.76
"SAGASB",5,2013,0.4301,10.31,8.01,139,17.01,NA
"SAGASB",5,2014,53.124,10.43,7.9,126,14.18,4.93
"SAGASB",6,2006,112.581,10.23,7.95,96,13.82,NA
"SAGASB",6,2007,35.883,10.62,8.03,117,12.03,NA
"SAGASB",6,2008,6.346,8.32,7.91,190,21.36,NA
"SAGASB",6,2009,10.556,9.67,7.83,156,16.33,NA
"SAGASB",6,2010,11.051,9.82,8.14,158,16.999,NA
"SAGASB",6,2011,10.943,8.7,7.86,147,19.52,NA
"SAGASB",6,2012,14.067,9.62,7.89,135,17.98,3.31
"SAGASB",6,2013,33.919,10.19,7.83,122,15.67,2.04
"SAGASB",6,2014,9.496,9.72,7.96,171,20.31,2.97
"SAGASB",7,2006,30.295,9.07,7.92,145,19.94,NA
"SAGASB",7,2007,3.176,9.47,8.01,170,17.91,NA
"SAGASB",7,2008,17.931,8.85,7.94,186,21.25,NA
"SAGASB",7,2009,14.6946,9.95,7.87,147,19.63,NA
"SAGASB",7,2010,2.1827,8.61,8.31,196,28.01,NA
"SAGASB",7,2011,4.878,8.28,7.91,173,23.08,NA
"SAGASB",7,2012,10.074,17.14,15.81,343,45.05,6.74
"SAGASB",7,2013,54.793,9.43,7.72,127,19.95,3.08
"SAGASB",7,2014,15.775,8.7,7.8,154,21.63,1.76
"SAGASB",8,2006,10.885,9.39,8.05,163,19.67,NA
"SAGASB",8,2007,2.942,8.38,8.11,187,18.61,NA
"SAGASB",8,2008,NA,9.89,7.94,167,16.63,NA
"SAGASB",8,2009,13.617,8.78,7.97,174,22.49,NA
"SAGASB",8,2010,2.536,7.47,7.21,211,22.92,NA
"SAGASB",8,2011,24.565,9.41,7.88,133,17.56,NA
"SAGASB",8,2012,NA,7.3,7.55,210,18.98,4.21
"SAGASB",8,2013,10.668,9.23,7.86,179,20.46,1.74
"SAGASB",8,2014,8.896,9.16,7.94,160,20.55,2.38
"SAGASB",9,2006,5.64,10.34,7.96,186,14.29,NA
"SAGASB",9,2007,6.268,8.97,7.89,200,17.99,NA
"SAGASB",9,2008,NA,10.27,7.88,183,13.12,NA
"SAGASB",9,2010,0.228,6.6,7.61,239,19.3,NA
"SAGASB",9,2011,24.223,10.83,7.74,142,14.26,NA
"SAGASB",9,2012,1.987,9.51,7.97,217,12.89,3.2
"SAGASB",9,2013,9.634,9.03,7.72,105,19.03,1.78
"SAGASB",9,2014,3.63,10.51,7.9,199,11.82,1.76
"SAGASB",10,2006,8.123,10.77,7.91,166,11.45,NA
"SAGASB",10,2007,20.38,9.98,7.99,160,13.21,NA
"SAGASB",10,2008,9.349,11.21,8,155,10.82,NA
"SAGASB",10,2009,24.54,22.45,16.09,340,20.42,NA
"SAGASB",10,2010,11.515,10.25,7.51,162,12.999,NA
"SAGASB",10,2012,NA,10.51,7.69,198,6.57,2.24
"SAGASB",10,2013,3.547,12.26,7.96,194,7.27,1.31
"SAGASB",10,2014,7.81,10.8,7.62,166,10.11,1.23
"SAIRSA",5,2012,NA,8.97,7.25,485,14.64,3.37
"SAIRSA",5,2013,NA,8.52,7.36,638,15.13,3.1
"SAIRSA",5,2014,25,9.08,7.42,786,16.3,2.21
"SAIRSA",8,2012,NA,7.68,7.05,216,19.68,5.1
"SAIRSA",8,2013,NA,8.34,7.54,713,19.97,2.51
"SAIRSA",8,2014,10,8.04,7.34,777,22.38,2.85
"SAIRSB",5,2007,NA,9.88,6.99,826,12.03,NA
"SAIRSB",5,2008,NA,10.37,7.64,649,14.86,NA
"SAIRSB",5,2009,NA,9.38,7.42,641,14.73,NA
"SAIRSB",5,2010,NA,17.75,15.73,1228,43.69,NA
"SAIRSB",5,2011,NA,9.82,7.43,664,13,NA
"SAIRSB",5,2012,NA,7.94,7.24,477,14.65,3.12
"SAIRSB",5,2013,NA,8.13,7.28,1020,15.97,3.92
"SAIRSB",5,2014,NA,9.08,7.49,787,16.34,2.85
"SAIRSB",8,2007,NA,8.13,7.89,1174,15.99,NA
"SAIRSB",8,2008,NA,7.73,7.44,639,18.22,NA
"SAIRSB",8,2009,NA,0.72,7.03,26801,26.67,NA
"SAIRSB",8,2010,NA,4.5,7.46,35588,25.45,NA
"SAIRSB",8,2011,NA,8.48,7.35,609,19.66,NA
"SAIRSB",8,2012,NA,7.57,7.27,352,20.15,4.9
"SAIRSB",8,2013,NA,8.68,7.69,714,20.19,2.61
"SAIRSB",8,2014,NA,8.6,7.53,777,22.97,3.31
"SARASA",4,2007,15.189,12.45,7.96,281,6.93,NA
"SARASA",5,2006,NA,10.49,8.34,284,12.75,NA
"SARASA",5,2007,3.067,10.02,8.72,355,18.76,NA
"SARASA",5,2008,3.035,10.37,8.32,362,13.25,NA
"SARASA",5,2009,1.529,10.82,8.32,418,12.23,NA
"SARASA",5,2010,1.246,9.4,7.39,444,19.28,NA
"SARASA",5,2011,7.421,10.09,8.57,310,18.48,NA
"SARASA",5,2012,14.734,10.44,8.29,302,14.23,8.7
"SARASA",5,2013,2.042,10.27,8.43,406,15.15,6.46
"SARASA",5,2014,3.286,10.18,8.7,351,17.14,13
"SARASA",6,2006,11.2659,9.39,8.5,321,18.85,NA
"SARASA",6,2007,1.316,10.31,8.4,427,14.49,NA
"SARASA",6,2008,1.046,9.66,8.51,444,17.89,NA
"SARASA",6,2009,4.715,9.4,8.49,376,21.55,NA
"SARASA",6,2010,1.085,10.38,8.57,438,15.75,NA
"SARASA",6,2011,NA,19.34,15.69,350,35.01,NA
"SARASA",6,2012,5.385,10.12,8.29,343,16.55,23.4
"SARASA",6,2013,NA,9.69,7.9,205,16.26,1126
"SARASA",6,2014,8.581,9.24,8.28,399,21.47,42.8
"SARASA",7,2006,3.44,18.13,16.67,441,42.27,NA
"SARASA",7,2007,15.389,9.13,8.18,286,19.23,NA
"SARASA",7,2008,NA,9.16,8.23,429,18.84,NA
"SARASA",7,2009,NA,9.04,7.88,133,18.35,NA
"SARASA",7,2010,0.405,9.85,NA,466,23.39,NA
"SARASA",7,2011,0.889,8.76,8.51,438,23.09,NA
"SARASA",7,2012,0.768,10.24,8.45,491,19.87,21.5
"SARASA",7,2013,7.063,8.61,8.14,309,23.44,20
"SARASA",7,2014,1.03,9.03,8.36,441,21.49,10.4
"SARASA",8,2006,2.214,10.01,8.37,222,19.51,NA
"SARASA",8,2007,1.039,8.51,8.41,475,23.06,NA
"SARASA",8,2008,NA,10.17,8.25,390,14.86,NA
"SARASA",8,2009,4.2545,10.03,8.33,364,16.6,NA
"SARASA",8,2010,0.843,10.04,7.63,449,19.87,NA
"SARASA",8,2011,4.186,9.15,8.45,387,19.67,NA
"SARASA",8,2012,0.643,10.65,8.44,530,17.08,8.2
"SARASA",8,2013,1.779,9.67,8.31,425,17.93,21.7
"SARASA",8,2014,NA,9.45,8.46,484,19.4,6.73
"SARASA",9,2006,1.121,11.25,8.33,458,11.91,NA
"SARASA",9,2007,0.529,9.92,8.29,497,18.13,NA
"SARASA",9,2008,NA,11.09,8.22,486,10.22,NA
"SARASA",9,2010,0.324,10.11,8.46,504,16.03,NA
"SARASA",9,2011,4.538,10.3,8.45,368,16.62,NA
"SARASA",9,2012,2.896,11.4,8.15,422,11.44,26.6
"SARASA",9,2013,1.232,10.35,8.33,459,13.84,16.8
"SARASA",9,2014,0.17,11.47,8.42,495,13.18,5.63
"SARASA",10,2006,3.189,10.55,8.32,433,13.12,NA
"SARASA",10,2007,0.559,10.06,8.27,509,16.73,NA
"SARASA",10,2008,0.931,12.11,8.44,482,13.54,NA
"SARASA",10,2009,3.021,25.25,17.51,869,19.89,NA
"SARASA",10,2010,5.523,10.49,8.1,350,13.17,NA
"SARASA",10,2011,5.622,12.34,8.5,378,9.09,NA
"SARASA",10,2012,2.068,12.44,8.43,429,7.74,5.19
"SARASA",10,2013,2.084,13.73,8.6,435,9.05,6.82
"SARASA",10,2014,1.31,9.25,8.05,450,16.9,22.8
"SARASB",4,2007,0.786,13.17,7.89,293,3.88,NA
"SARASB",5,2006,NA,9.99,8.2,234,13.31,NA
"SARASB",5,2007,0.048,10.52,8.26,457,16.36,NA
"SARASB",5,2008,0.03,9.86,8.18,377,12.62,NA
"SARASB",5,2009,0.0527,9.8,8.23,551,12.61,NA
"SARASB",5,2010,NA,16.55,16.01,1247,38.88,NA
"SARASB",5,2011,NA,9.38,8.3,384,19.74,NA
"SARASB",5,2012,0.146,9.74,8.23,426,14.68,26.7
"SARASB",5,2013,NA,9.28,8.09,532,14.67,3.36
"SARASB",6,2006,0.097,9.13,8.34,382,17.11,NA
"SARASB",6,2007,0.052,9.67,8.33,495,15.45,NA
"SARASB",6,2008,NA,8.23,8.08,346,17.29,NA
"SARASB",6,2010,NA,9.78,8.42,610,15.34,NA
"SARASB",6,2011,0.0251,9.3,7.99,284,16.7,NA
"SARASB",6,2012,NA,8.83,8.2,498,17.34,4.25
"SARASB",6,2013,47.669,9.59,7.98,122,16.12,NA
"SARASB",7,2006,0.034,8.25,8.17,425,21.38,NA
"SARASB",7,2007,0.098,8.84,8.2,415,19.88,NA
"SARASB",7,2008,NA,7.81,8.15,498,21.21,NA
"SARASB",7,2009,0.211,8.16,8.07,302,22.21,NA
"SARASB",7,2010,NA,15.7,14.73,1021,48.18,NA
"SARASB",7,2011,NA,6.75,8.09,486,19.97,NA
"SARASB",7,2012,NA,6.28,7.89,535,18.73,9.85
"SARASB",7,2013,0.307,8.46,8.06,339,22.77,37.3
"SARASB",8,2006,0.025,8.44,8.04,418,17.87,NA
"SARASB",8,2007,NA,7.39,8.08,403,23.13,NA
"SARASB",8,2008,NA,8.63,8.03,406,17.72,NA
"SARASB",8,2009,0.068,9.47,8.27,405,16.51,NA
"SARASB",8,2010,NA,8.33,7.4,524,19.72,NA
"SARASB",8,2011,0,8.95,8.37,435,18.81,NA
"SARASB",8,2012,NA,7.2,8.09,581,15.93,8.49
"SARASB",8,2013,NA,8.91,8.28,415,17.52,2.13
"SARASB",9,2006,NA,9.1,8.08,487,12.9,NA
"SARASB",9,2008,NA,9.82,8.12,427,13.31,NA
"SARASB",9,2010,NA,4.92,8.04,527,15.22,NA
"SARASB",9,2011,0.088,9.52,8.1,433,16.49,NA
"SARASB",9,2012,NA,11.08,7.96,528,9.17,16.7
"SARASB",9,2013,-0.002,9.41,8.17,274,13.21,6.29
"SARASB",10,2006,0.194,9.18,8,469,12.54,NA
"SARASB",10,2008,NA,7.68,7.92,490,14.4,NA
"SARASB",10,2009,NA,20.46,16.63,1007,18.03,NA
"SARASB",10,2010,1.2969,10.15,7.79,404,12.66,NA
"SARASB",10,2011,0.067,10.88,7.88,464,8.22,NA
"SARASB",10,2012,0.028,11.96,7.93,500,6,6.93
"SARASB",10,2013,NA,10.69,8.01,475,7.76,2.46
"SARASC",4,2007,1.827,12.25,7.47,302,3.72,NA
"SARASC",5,2006,NA,10.28,8.28,245,14.06,NA
"SARASC",5,2007,0.107,11.26,8.36,371,17.49,NA
"SARASC",5,2008,0.068,8.49,8.01,427,17.22,NA
"SARASC",5,2009,NA,8.41,7.83,489,12.95,NA
"SARASC",5,2010,NA,3.4,7.29,527,18.96,NA
"SARASC",5,2011,0.438,9.59,8.13,385,19.31,NA
"SARASC",5,2012,1.338,6.85,7.59,351,19.18,3.88
"SARASC",5,2013,0.106,9.56,7.84,446,14.22,5.42
"SARASC",5,2014,0.257,10.5,7.93,442,14.35,7.13
"SARASC",6,2006,1.573,9.82,8.24,334,15.43,NA
"SARASC",6,2007,0.032,8.57,8.01,521,17.08,NA
"SARASC",6,2008,NA,3.14,7.39,604,17.6,NA
"SARASC",6,2009,0.119,8.39,7.9,516,20.12,NA
"SARASC",6,2010,0.0128,6.84,7.83,606,15.71,NA
"SARASC",6,2011,0.546,3.81,7.42,441,17.23,NA
"SARASC",6,2012,0.112,8.83,7.84,406,18.23,4.26
"SARASC",6,2013,12.254,7.85,7.39,245,16.86,8.27
"SARASC",6,2014,0.518,8.17,7.77,417,23.1,9.77
"SARASC",7,2006,0.198,7.43,8.01,482,23.92,NA
"SARASC",7,2007,0.457,7.96,7.78,347,20.42,NA
"SARASC",7,2009,1.379,3.23,7.36,328,23.31,NA
"SARASC",7,2010,NA,6.35,10.57,518,26.27,NA
"SARASC",7,2011,NA,6.9,7.87,518,20.05,NA
"SARASC",7,2012,NA,17.63,8.27,524,23.9,1.67
"SARASC",7,2013,1.981,7.58,7.59,361,23.1,4.05
"SARASC",7,2014,NA,3.84,7.43,526,21.4,3.4
"SARASC",8,2006,NA,7.78,7.87,484,17.58,NA
"SARASC",8,2007,0.022,8.16,7.94,486,23.73,NA
"SARASC",8,2008,NA,8.63,7.91,551,15.04,NA
"SARASC",8,2009,0.177,7.4,7.72,465,16.75,NA
"SARASC",8,2010,NA,2.999,6.78,568,20.44,NA
"SARASC",8,2012,NA,5.96,7.65,496,15.48,4.2
"SARASC",8,2013,NA,7.57,7.66,510,16.85,2.07
"SARASC",8,2014,NA,8.12,7.92,329,18.04,3.77
"SARASC",9,2006,NA,8.81,8,626,12.36,NA
"SARASC",9,2008,NA,6.07,7.55,592,13.29,NA
"SARASC",9,2010,NA,8.48,7.97,661,16.6,NA
"SARASC",9,2011,0.594,8.24,7.66,468,16.74,NA
"SARASC",9,2012,NA,21.33,15.42,1004,21.29,5.16
"SARASC",9,2013,0.043,9.08,7.77,496,13.45,6.57
"SARASC",9,2014,0,7.59,7.58,662,13.11,5.58
"SARASC",10,2006,0.482,8.71,7.93,526,12.9,NA
"SARASC",10,2008,NA,4.6,7.64,766,12.24,NA
"SARASC",10,2009,0.19,19.65,16.17,1192,17.43,NA
